ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Rinderknech A.,Basilashvili N.,60,36.0,772,1210.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.1,1.43,3.27,1.38,3.0
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Bublik A.,Ruusuvuori E.,44,51.0,985,921.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.66,2.15,1.79,2.25,1.79,2.12,1.71
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Sonego L.,Simon G.,65,175.0,755,302.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.09,1.47,3.09,1.41,2.87
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Ymer M.,Barrere G.,100,167.0,540,320.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.52,2.72,1.52,2.96,1.46,2.67
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Hurkacz H.,Thiem D.,10,182.0,3355,296.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.07,1.43,3.2,1.38,2.98
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Wawrinka S.,Medvedev D.,284,4.0,175,5065.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,6.0,1.12,7.02,1.14,7.02,1.15,6.0,1.12
53,Metz,Open de Moselle,2022-09-22,ATP250,Indoor,Hard,2nd Round,3.0,Rune H.,Bonzi B.,31,61.0,1348,771.0,6.0,4.0,4.0,1.0,,,,,,,1.0,0.0,Retired,2.37,1.57,2.55,1.58,2.55,1.63,2.37,1.57
53,Metz,Open de Moselle,2022-09-23,ATP250,Indoor,Hard,Quarterfinals,3.0,Sonego L.,Korda S.,65,49.0,755,940.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.85,1.48,3.17,1.48,2.79,1.43
53,Metz,Open de Moselle,2022-09-23,ATP250,Indoor,Hard,Quarterfinals,3.0,Hurkacz H.,Rinderknech A.,10,60.0,3355,772.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.37,1.29,4.4,1.24,4.02
53,Metz,Open de Moselle,2022-09-23,ATP250,Indoor,Hard,Quarterfinals,3.0,Wawrinka S.,Ymer M.,284,100.0,175,540.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.11,1.81,2.17,1.91,2.02,1.78
53,Metz,Open de Moselle,2022-09-23,ATP250,Indoor,Hard,Quarterfinals,3.0,Bublik A.,Rune H.,44,31.0,985,1348.0,6.0,3.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,1.89,2.02,1.9,2.1,1.82,1.97
53,Metz,Open de Moselle,2022-09-24,ATP250,Indoor,Hard,Semifinals,3.0,Sonego L.,Hurkacz H.,65,10.0,755,3355.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.24,1.4,3.6,1.4,3.37,1.32
53,Metz,Open de Moselle,2022-09-24,ATP250,Indoor,Hard,Semifinals,3.0,Bublik A.,Wawrinka S.,44,284.0,985,175.0,2.0,1.0,,,,,,,,,0.0,0.0,Retired,1.66,2.2,1.67,2.35,1.7,2.35,1.64,2.24
53,Metz,Open de Moselle,2022-09-25,ATP250,Indoor,Hard,The Final,3.0,Sonego L.,Bublik A.,65,44.0,755,985.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.9,2.0,1.9,2.0,2.04,1.88,1.91
54,San Diego,San Diego Open,2022-09-19,ATP250,Outdoor,Hard,1st Round,3.0,Duckworth J.,Popyrin A.,83,90.0,637,584.0,7.0,5.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,1.81,2.09,1.85,2.09,1.8,1.99
54,San Diego,San Diego Open,2022-09-19,ATP250,Outdoor,Hard,1st Round,3.0,Etcheverry T.,Mena F.,89,151.0,593,362.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.73,2.22,1.75,2.4,1.64,2.22
54,San Diego,San Diego Open,2022-09-20,ATP250,Outdoor,Hard,1st Round,3.0,Wolf J.J.,Kozlov S.,73,108.0,692,503.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.23,4.65,1.23,5.8,1.18,4.73
54,San Diego,San Diego Open,2022-09-20,ATP250,Outdoor,Hard,1st Round,3.0,Lestienne C.,Holt B.,76,215.0,677,232.0,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.3,1.69,2.28,1.71,2.38,1.62,2.27
54,San Diego,San Diego Open,2022-09-20,ATP250,Outdoor,Hard,1st Round,3.0,Krueger M.,Eubanks C.,228,135.0,218,404.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.43,1.36,3.63,1.37,3.32,1.32
54,San Diego,San Diego Open,2022-09-20,ATP250,Outdoor,Hard,1st Round,3.0,Daniel T.,Nava E.,95,173.0,564,303.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.73,2.22,1.77,2.24,1.69,2.14
54,San Diego,San Diego Open,2022-09-21,ATP250,Outdoor,Hard,1st Round,3.0,Kudla D.,Verdasco F.,104,115.0,516,464.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.64,2.39,1.64,2.56,1.55,2.41
54,San Diego,San Diego Open,2022-09-21,ATP250,Outdoor,Hard,1st Round,3.0,Nakashima B.,Svajda Z.,69,411.0,744,102.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.13,7.08,1.14,7.08,1.12,6.07
54,San Diego,San Diego Open,2022-09-21,ATP250,Outdoor,Hard,1st Round,3.0,Galan D.E.,Huesler M.A.,75,87.0,677,611.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.91,1.97,1.91,2.05,1.85,1.92
54,San Diego,San Diego Open,2022-09-21,ATP250,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Laaksonen H.,84,125.0,631,434.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.27,4.16,1.27,4.54,1.22,4.14
54,San Diego,San Diego Open,2022-09-21,ATP250,Outdoor,Hard,1st Round,3.0,O Connell C.,Kubler J.,130,99.0,419,545.0,4.0,6.0,6.0,3.0,,,,,,,1.0,1.0,Retired,2.1,1.72,2.13,1.79,2.24,1.79,2.1,1.72
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,1st Round,3.0,Tabilo A.,Johnson S.,70,116.0,741,463.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.36,1.65,2.4,1.65,2.3,1.6
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,Duckworth J.,Krueger M.,83,228.0,637,218.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.05,1.5,3.1,1.41,2.86
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,Giron M.,Etcheverry T.,58,89.0,791,593.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.28,4.14,1.3,4.14,1.28,3.64
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,Galan D.E.,Martinez P.,75,68.0,677,745.0,5.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.79,1.5,2.96,1.45,2.71
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,O Connell C.,Wolf J.J.,130,73.0,419,692.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.44,1.63,2.75,1.65,2.37,1.57
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,Brooksby J.,Mcdonald M.,50,84.0,937,631.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,3.0,1.43,3.1,1.44,3.27,1.4,2.92
54,San Diego,San Diego Open,2022-09-22,ATP250,Outdoor,Hard,2nd Round,3.0,Lestienne C.,Tabilo A.,76,70.0,677,741.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.3,1.69,2.3,2.01,2.1,1.73
54,San Diego,San Diego Open,2022-09-23,ATP250,Outdoor,Hard,2nd Round,3.0,Evans D.,Daniel T.,25,95.0,1420,564.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.47,2.93,1.47,3.01,1.42,2.82
54,San Diego,San Diego Open,2022-09-23,ATP250,Outdoor,Hard,2nd Round,3.0,Nakashima B.,Kudla D.,69,104.0,744,516.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.28,4.11,1.32,4.3,1.28,3.58
54,San Diego,San Diego Open,2022-09-23,ATP250,Outdoor,Hard,Quarterfinals,3.0,Giron M.,Duckworth J.,58,83.0,791,637.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.43,1.63,2.51,1.58,2.37
54,San Diego,San Diego Open,2022-09-23,ATP250,Outdoor,Hard,Quarterfinals,3.0,Evans D.,Lestienne C.,25,76.0,1420,677.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.39,1.4,3.53,1.35,3.16
54,San Diego,San Diego Open,2022-09-24,ATP250,Outdoor,Hard,Quarterfinals,3.0,O Connell C.,Brooksby J.,130,50.0,419,937.0,6.0,4.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,3.5,1.3,3.59,1.34,3.6,1.36,3.43,1.31
54,San Diego,San Diego Open,2022-09-24,ATP250,Outdoor,Hard,Quarterfinals,3.0,Nakashima B.,Galan D.E.,69,75.0,744,677.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.77,1.32,4.0,1.27,3.66
54,San Diego,San Diego Open,2022-09-24,ATP250,Outdoor,Hard,Semifinals,3.0,Giron M.,Evans D.,58,25.0,791,1420.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.95,1.46,3.01,1.5,2.78,1.43
54,San Diego,San Diego Open,2022-09-25,ATP250,Outdoor,Hard,Semifinals,3.0,Nakashima B.,O Connell C.,69,130.0,744,419.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.38,3.31,1.4,3.31,1.36,3.12
54,San Diego,San Diego Open,2022-09-26,ATP250,Outdoor,Hard,The Final,3.0,Nakashima B.,Giron M.,69,58.0,744,791.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.91,1.5,2.91,1.44,2.76
55,Seoul,Korea Open,2022-09-26,ATP250,Outdoor,Hard,1st Round,3.0,Munar J.,Watanuki Y.,59,227.0,814,224.0,2.0,1.0,,,,,,,,,0.0,0.0,Retired,1.44,2.75,1.58,2.51,1.58,2.77,1.5,2.57
55,Seoul,Korea Open,2022-09-26,ATP250,Outdoor,Hard,1st Round,3.0,Kovacevic A.,Kecmanovic M.,222,32.0,228,1270.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,6.0,1.12,6.06,1.16,6.55,1.16,5.54,1.14
55,Seoul,Korea Open,2022-09-26,ATP250,Outdoor,Hard,1st Round,3.0,Albot R.,Moriya H.,91,261.0,577,187.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.24,5.4,1.19,4.63
55,Seoul,Korea Open,2022-09-26,ATP250,Outdoor,Hard,1st Round,3.0,Uchida K.,Hong S.,163,471.0,328,77.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.65,2.37,1.67,2.4,1.61,2.28
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Jarry N.,Peniston R.,111,140.0,479,391.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.51,2.74,1.51,2.75,1.48,2.61
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Johnson S.,Nam J.S.,117,590.0,463,46.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.25,4.42,1.25,5.05,1.21,4.33
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Martinez P.,82,67.0,635,745.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.89,1.47,2.89,1.43,2.76
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Brooksby J.,Wu T.L.,46,212.0,982,243.0,7.0,6.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.14,5.5,1.21,4.98,1.23,5.6,1.17,4.9
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Tseng C. H.,O Connell C.,88,105.0,598,504.0,6.0,4.0,,,,,,,,,1.0,0.0,Retired,2.5,1.53,2.39,1.64,2.51,1.64,2.36,1.57
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Nishioka Y.,Evans D.,56,25.0,827,1490.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.09,1.82,2.15,1.83,2.01,1.78
55,Seoul,Korea Open,2022-09-27,ATP250,Outdoor,Hard,1st Round,3.0,Kwon S.W.,Chung Y.,121,426.0,441,96.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.16,5.0,1.18,5.52,1.2,5.52,1.17,4.92
55,Seoul,Korea Open,2022-09-28,ATP250,Outdoor,Hard,1st Round,3.0,Daniel T.,Gomez E.,92,102.0,569,516.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.39,3.23,1.39,3.75,1.33,3.25
55,Seoul,Korea Open,2022-09-28,ATP250,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Munar J.,24,59.0,1640,814.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.43,3.09,1.43,3.5,1.35,3.14
55,Seoul,Korea Open,2022-09-28,ATP250,Outdoor,Hard,2nd Round,3.0,Albot R.,Johnson S.,91,117.0,577,463.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.76,2.19,1.76,2.25,1.69,2.15
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Norrie C.,Uchida K.,8,163.0,3550,328.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.84,1.13,9.33,1.08,7.57
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Brooksby J.,Kwon S.W.,46,121.0,982,441.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.59,2.53,1.59,2.63,1.52,2.51
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Kovacevic A.,Tseng C. H.,222,88.0,228,598.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.61,2.19,1.76,2.3,1.76,2.2,1.66
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Mcdonald M.,Mochizuki S.,82,417.0,635,100.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.07,9.0,,,1.12,9.0,1.08,7.66
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Nishioka Y.,Daniel T.,56,92.0,827,569.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.69,2.32,1.69,2.6,1.6,2.3
55,Seoul,Korea Open,2022-09-29,ATP250,Outdoor,Hard,2nd Round,3.0,Ruud C.,Jarry N.,2,111.0,5850,479.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,5.0,1.19,5.39,1.19,5.39,1.17,4.93
55,Seoul,Korea Open,2022-09-30,ATP250,Outdoor,Hard,Quarterfinals,3.0,Shapovalov D.,Albot R.,24,91.0,1640,577.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.34,3.62,1.34,3.8,1.3,3.49
55,Seoul,Korea Open,2022-09-30,ATP250,Outdoor,Hard,Quarterfinals,3.0,Brooksby J.,Norrie C.,46,8.0,982,3550.0,,,,,,,,,,,,,Walkover,2.75,1.44,2.73,1.52,2.75,1.54,2.65,1.47
55,Seoul,Korea Open,2022-09-30,ATP250,Outdoor,Hard,Quarterfinals,3.0,Nishioka Y.,Ruud C.,56,2.0,827,5850.0,6.0,2.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,4.33,1.22,3.7,1.33,4.33,1.33,3.82,1.26
55,Seoul,Korea Open,2022-09-30,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kovacevic A.,Mcdonald M.,222,82.0,228,635.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,3.75,1.28,3.64,1.33,3.75,1.39,3.51,1.3
55,Seoul,Korea Open,2022-10-01,ATP250,Outdoor,Hard,Semifinals,3.0,Shapovalov D.,Brooksby J.,24,46.0,1640,982.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.67,2.35,1.73,2.35,1.67,2.2
55,Seoul,Korea Open,2022-10-01,ATP250,Outdoor,Hard,Semifinals,3.0,Nishioka Y.,Kovacevic A.,56,222.0,827,228.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,3.9,1.3,4.59,1.26,3.89
55,Seoul,Korea Open,2022-10-02,ATP250,Outdoor,Hard,The Final,3.0,Nishioka Y.,Shapovalov D.,56,24.0,827,1640.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.47,1.61,2.52,1.63,2.37,1.58
56,Sofia,Sofia Open,2022-09-26,ATP250,Indoor,Hard,1st Round,3.0,Majchrzak K.,Berankis R.,119,120.0,457,446.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.11,1.8,2.32,1.8,2.19,1.66
56,Sofia,Sofia Open,2022-09-26,ATP250,Indoor,Hard,1st Round,3.0,Lazarov A.,Lehecka J.,334,74.0,139,693.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.75,1.28,3.53,1.34,4.03,1.34,3.47,1.3
56,Sofia,Sofia Open,2022-09-26,ATP250,Indoor,Hard,1st Round,3.0,Ivashka I.,Ymer M.,71,94.0,705,565.0,7.0,6.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.72,2.1,1.78,2.14,1.8,2.15,1.74,2.07
56,Sofia,Sofia Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Rune H.,Van Rijthoven T.,31,109.0,1336,481.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.53,2.66,1.53,2.81,1.49,2.58
56,Sofia,Sofia Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Otte O.,Madaras D.,55,314.0,875,157.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,1.1,8.36,1.14,8.36,1.1,6.89
56,Sofia,Sofia Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Borges N.,Basic M.,93,292.0,568,168.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.31,3.75,1.35,3.75,1.31,3.41
56,Sofia,Sofia Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Humbert U.,Kuzmanov D.,110,158.0,480,339.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.24,4.47,1.26,4.5,1.22,4.14
56,Sofia,Sofia Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Vukic A.,Fognini F.,144,57.0,380,817.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.66,1.53,2.76,1.53,2.55,1.51
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,1st Round,3.0,Sonego L.,Zapata Miralles B.,45,78.0,985,654.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.39,3.28,1.39,3.4,1.35,3.16
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,1st Round,3.0,Huesler M.A.,Blancaneaux G.,95,139.0,563,392.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.49,2.81,1.53,2.85,1.47,2.63
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,1st Round,3.0,Struff J.L.,Lajovic D.,132,86.0,413,616.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.79,1.54,2.8,1.46,2.68
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,1st Round,3.0,Verdasco F.,Basilashvili N.,116,37.0,464,1185.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.33,1.67,2.33,1.7,2.2,1.66
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,2nd Round,3.0,Ivashka I.,Dimitrov G.,71,23.0,705,1730.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.96,1.94,2.06,1.95,1.92,1.87
56,Sofia,Sofia Open,2022-09-28,ATP250,Indoor,Hard,2nd Round,3.0,Musetti L.,Lazarov A.,30,334.0,1357,139.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.27,1.28,4.27,1.26,3.83
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Struff J.L.,Humbert U.,132,110.0,413,480.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.24,1.74,2.31,1.74,2.19,1.66
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Majchrzak K.,Otte O.,119,55.0,457,875.0,4.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.57,2.37,1.66,2.4,1.68,2.29,1.61
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Rune H.,Sonego L.,31,45.0,1336,985.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.72,2.13,1.81,2.28,1.81,2.13,1.7
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Huesler M.A.,Carreno Busta P.,95,14.0,563,2360.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.75,1.28,3.91,1.3,4.05,1.3,3.7,1.27
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Sinner J.,Borges N.,10,93.0,3200,568.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.23,1.08,11.0,1.06,8.53
56,Sofia,Sofia Open,2022-09-29,ATP250,Indoor,Hard,2nd Round,3.0,Vukic A.,Verdasco F.,144,116.0,380,464.0,1.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.3,1.68,2.33,1.7,2.52,1.65,2.21
56,Sofia,Sofia Open,2022-09-30,ATP250,Indoor,Hard,Quarterfinals,3.0,Huesler M.A.,Majchrzak K.,95,119.0,563,457.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.58,2.56,1.68,2.56,1.59,2.33
56,Sofia,Sofia Open,2022-09-30,ATP250,Indoor,Hard,Quarterfinals,3.0,Musetti L.,Struff J.L.,30,132.0,1357,413.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.26,1.72,2.4,1.75,2.21,1.65
56,Sofia,Sofia Open,2022-09-30,ATP250,Indoor,Hard,Quarterfinals,3.0,Sinner J.,Vukic A.,10,144.0,3200,380.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,7.51,1.14,7.51,1.12,6.16
56,Sofia,Sofia Open,2022-09-30,ATP250,Indoor,Hard,Quarterfinals,3.0,Rune H.,Ivashka I.,31,71.0,1336,705.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.07,1.85,2.15,1.85,2.07,1.74
56,Sofia,Sofia Open,2022-10-01,ATP250,Indoor,Hard,Semifinals,3.0,Huesler M.A.,Musetti L.,95,30.0,563,1357.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.52,1.65,2.52,1.65,2.35,1.58
56,Sofia,Sofia Open,2022-10-01,ATP250,Indoor,Hard,Semifinals,3.0,Rune H.,Sinner J.,31,10.0,1336,3200.0,5.0,7.0,6.0,4.0,5.0,2.0,,,,,1.0,1.0,Retired,3.75,1.28,3.75,1.32,4.0,1.32,3.69,1.28
56,Sofia,Sofia Open,2022-10-02,ATP250,Indoor,Hard,The Final,3.0,Huesler M.A.,Rune H.,95,31.0,563,1336.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.68,1.53,2.81,1.54,2.55,1.51
57,Tel Aviv,Tel Aviv Open,2022-09-26,ATP250,Indoor,Hard,1st Round,3.0,Safiullin R.,Grenier H.,104,97.0,506,554.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,1.89,2.0,2.05,2.0,1.92,1.86
57,Tel Aviv,Tel Aviv Open,2022-09-26,ATP250,Indoor,Hard,1st Round,3.0,Thiem D.,Djere L.,173,72.0,316,702.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.78,1.51,2.85,1.46,2.68
57,Tel Aviv,Tel Aviv Open,2022-09-27,ATP250,Indoor,Hard,1st Round,3.0,Broady L.,Medjedovic H.,174,255.0,314,195.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.35,3.49,1.35,3.5,1.32,3.34
